#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	UNION	Conflict?	Degree
90113	VWA5B2	Unlabeled	0.521713	Unlabeled	0.446965	0.233188	0.648047	NO	89
23120	ATP10B	Unlabeled	0.526685	Unlabeled	0.442720	0.233174	0.646497	NO	510
80316	PPP1R2C	Unlabeled	0.529691	Unlabeled	0.440207	0.233174	0.646697	NO	104
363	AQP6	Unlabeled	0.521399	Unlabeled	0.447188	0.233163	0.646523	NO	740
2155	F7	Unlabeled	0.528843	Unlabeled	0.440871	0.233152	0.646421	NO	481
51266	CLEC1B	Unlabeled	0.525760	Unlabeled	0.443438	0.233142	0.646857	NO	7
5004	ORM1	Unlabeled	0.506812	Unlabeled	0.460016	0.233141	0.647095	NO	40
79885	HDAC11	Unlabeled	0.501900	Unlabeled	0.464508	0.233137	0.644624	NO	186
10864	SLC22A7	Unlabeled	0.522046	Unlabeled	0.446577	0.233134	0.647032	NO	567
2005	ELK4	Unlabeled	0.506956	Unlabeled	0.459863	0.233130	0.652713	NO	72
196296	196296	Unlabeled	0.526079	Unlabeled	0.443136	0.233124	0.647731	NO	1
26495	OR9A1P	Unlabeled	0.526079	Unlabeled	0.443136	0.233124	0.647731	NO	1
160777	CCDC60	Unlabeled	0.526079	Unlabeled	0.443136	0.233124	0.647731	NO	1
64800	EFCAB6	Unlabeled	0.526079	Unlabeled	0.443136	0.233124	0.647731	NO	240
7675	ZNF121	Unlabeled	0.337837	Unlabeled	0.690037	0.233120	0.767444	NO	4
85345	KRTAP3-4P	Unlabeled	0.519138	Unlabeled	0.449022	0.233104	0.647948	NO	1
4294	MAP3K10	Unlabeled	0.519138	Unlabeled	0.449022	0.233104	0.647948	NO	1562
10417	SPON2	Unlabeled	0.431226	Unlabeled	0.540531	0.233091	0.660214	NO	75
27035	NOX1	Unlabeled	0.530654	Unlabeled	0.439228	0.233078	0.647088	NO	774
353142	LCE3A	Unlabeled	0.461502	Unlabeled	0.505041	0.233077	0.646664	NO	14
3360	HTR4	Unlabeled	0.527748	Unlabeled	0.441642	0.233076	0.647087	NO	1396
79815	NIPAL2	Unlabeled	0.516510	Unlabeled	0.451247	0.233074	0.643321	NO	117
254013	ETFBKMT	Unlabeled	0.381390	Unlabeled	0.611031	0.233041	0.670113	NO	1
126068	ZNF441	Unlabeled	0.381390	Unlabeled	0.611031	0.233041	0.670113	NO	3
114884	OSBPL10	Unlabeled	0.503161	Unlabeled	0.463152	0.233040	0.649071	NO	332
123872	DNAAF1	Unlabeled	0.513597	Unlabeled	0.453705	0.233022	0.644648	NO	554
402381	SOHLH1	Unlabeled	0.498798	Unlabeled	0.467114	0.232996	0.650841	NO	4
3567	IL5	Unlabeled	0.516463	Unlabeled	0.451052	0.232952	0.646527	NO	12
89853	MVB12B	Unlabeled	0.488620	Unlabeled	0.476753	0.232951	0.652316	NO	216
411	ARSB	Unlabeled	0.519835	Unlabeled	0.448117	0.232947	0.656260	NO	54
7252	TSHB	Unlabeled	0.540643	Unlabeled	0.430864	0.232944	0.648771	NO	490
10332	CLEC4M	Unlabeled	0.527329	Unlabeled	0.441730	0.232937	0.645970	NO	826
6273	S100A2	Unlabeled	0.438664	Unlabeled	0.531010	0.232935	0.655682	NO	124
116085	SLC22A12	Unlabeled	0.476412	Unlabeled	0.488935	0.232934	0.652266	NO	5
84449	ZNF333	Unlabeled	0.463144	Unlabeled	0.502901	0.232916	0.651507	NO	10
9573	GDF3	Unlabeled	0.545634	Unlabeled	0.426859	0.232909	0.653712	NO	38
79742	CXorf36	Unlabeled	0.525746	Unlabeled	0.442998	0.232904	0.646300	NO	536
9033	PKD2L1	Unlabeled	0.545235	Unlabeled	0.427152	0.232898	0.655054	NO	22
43847	KLK14	Unlabeled	0.526131	Unlabeled	0.442655	0.232895	0.649007	NO	318
2543	GAGE1	Unlabeled	0.530812	Unlabeled	0.438729	0.232883	0.647699	NO	146
8911	CACNA1I	Unlabeled	0.520930	Unlabeled	0.447041	0.232877	0.648037	NO	1132
51704	GPRC5B	Unlabeled	0.467438	Unlabeled	0.498190	0.232873	0.657697	NO	592
860	RUNX2	Unlabeled	0.521936	Unlabeled	0.446137	0.232855	0.647377	NO	2208
10990	LILRB5	Unlabeled	0.504291	Unlabeled	0.461731	0.232847	0.641279	NO	66
3662	IRF4	Unlabeled	0.515965	Unlabeled	0.451281	0.232845	0.647597	NO	599
7441	VPREB1	Unlabeled	0.501089	Unlabeled	0.464673	0.232842	0.646970	NO	6
57715	SEMA4G	Unlabeled	0.511740	Unlabeled	0.454998	0.232841	0.647022	NO	925
8288	EPX	Unlabeled	0.527308	Unlabeled	0.441565	0.232841	0.648362	NO	194
219409	GSX1	Unlabeled	0.558150	Unlabeled	0.417162	0.232839	0.657625	NO	41
27136	MORC1	Unlabeled	0.526005	Unlabeled	0.442621	0.232821	0.646521	NO	1
27004	TCL6	Unlabeled	0.526005	Unlabeled	0.442621	0.232821	0.646521	NO	753
54626	HES2	Unlabeled	0.513677	Unlabeled	0.453217	0.232807	0.646468	NO	152
50943	FOXP3	Unlabeled	0.525618	Unlabeled	0.442909	0.232801	0.647421	NO	278
51473	DCDC2	Unlabeled	0.489806	Unlabeled	0.475287	0.232799	0.638119	NO	14
10699	CORIN	Unlabeled	0.512880	Unlabeled	0.453884	0.232788	0.646120	NO	1
131578	LRRC15	Unlabeled	0.512880	Unlabeled	0.453884	0.232788	0.646120	NO	686
22899	ARHGEF15	Unlabeled	0.514228	Unlabeled	0.452690	0.232786	0.645712	NO	1479
100129271	C1orf68	Unlabeled	0.529240	Unlabeled	0.439826	0.232773	0.648541	NO	270
81029	WNT5B	Unlabeled	0.439668	Unlabeled	0.529356	0.232741	0.656377	NO	25
10249	GLYAT	Unlabeled	0.533736	Unlabeled	0.436042	0.232732	0.646276	NO	1145
10252	SPRY1	Unlabeled	0.441035	Unlabeled	0.527678	0.232724	0.663524	NO	318
79816	TLE6	Unlabeled	0.521017	Unlabeled	0.446658	0.232717	0.646138	NO	200
9038	TAAR5	Unlabeled	0.535629	Unlabeled	0.434444	0.232701	0.648419	NO	235
1409	CRYAA	Unlabeled	0.516979	Unlabeled	0.450115	0.232700	0.645740	NO	142
3802	KIR2DL1	Unlabeled	0.532656	Unlabeled	0.436847	0.232689	0.648888	NO	547
2700	GJA3	Unlabeled	0.516434	Unlabeled	0.450550	0.232679	0.646783	NO	656
3852	KRT5	Unlabeled	0.484734	Unlabeled	0.479966	0.232656	0.640548	NO	47
8651	SOCS1	Unlabeled	0.467206	Unlabeled	0.497960	0.232650	0.652184	NO	259
3846	KRTAP5-9	Unlabeled	0.521077	Unlabeled	0.446472	0.232647	0.646383	NO	294
57818	G6PC2	Unlabeled	0.531029	Unlabeled	0.438080	0.232633	0.646842	NO	536
6559	SLC12A3	Unlabeled	0.525809	Unlabeled	0.442376	0.232605	0.646107	NO	1047
6361	CCL17	Unlabeled	0.528332	Unlabeled	0.440251	0.232599	0.650708	NO	39
23546	SYNGR4	Unlabeled	0.529130	Unlabeled	0.439581	0.232595	0.646647	NO	407
3203	HOXA6	Unlabeled	0.523149	Unlabeled	0.444600	0.232592	0.646925	NO	607
50514	DEC1	Unlabeled	0.549065	Unlabeled	0.423605	0.232587	0.649472	NO	70
201501	ZBTB7C	Unlabeled	0.501269	Unlabeled	0.463984	0.232581	0.648450	NO	22
4607	MYBPC3	Unlabeled	0.520504	Unlabeled	0.446829	0.232576	0.646739	NO	191
6280	S100A9	Unlabeled	0.428480	Unlabeled	0.542719	0.232544	0.669012	NO	45
11092	SPACA9	Unlabeled	0.500614	Unlabeled	0.464507	0.232538	0.645877	NO	535
729238	SFTPA2	Unlabeled	0.572000	Unlabeled	0.406532	0.232536	0.659766	NO	39
886	CCKAR	Unlabeled	0.520591	Unlabeled	0.446668	0.232531	0.646728	NO	422
388323	GLTPD2	Unlabeled	0.478914	Unlabeled	0.485527	0.232525	0.651346	NO	1
64856	VWA1	Unlabeled	0.478914	Unlabeled	0.485527	0.232525	0.651346	NO	271
10875	FGL2	Unlabeled	0.407632	Unlabeled	0.570429	0.232525	0.668284	NO	148
256236	NAPSB	Unlabeled	0.407632	Unlabeled	0.570429	0.232525	0.668284	NO	1
3446	IFNA10	Unlabeled	0.538067	Unlabeled	0.432145	0.232523	0.648349	NO	169
64220	STRA6	Unlabeled	0.508232	Unlabeled	0.457508	0.232520	0.643558	NO	665
91353	IGLL3P	Unlabeled	0.440112	Unlabeled	0.528279	0.232502	0.656488	NO	6
29992	PILRA	Unlabeled	0.417325	Unlabeled	0.557046	0.232469	0.664400	NO	117
26261	FBXO24	Unlabeled	0.500173	Unlabeled	0.464764	0.232463	0.645633	NO	145
3595	IL12RB2	Unlabeled	0.509204	Unlabeled	0.456491	0.232447	0.646026	NO	3
5268	SERPINB5	Unlabeled	0.459852	Unlabeled	0.505479	0.232446	0.645311	NO	119
28823	IGLV1-44	Unlabeled	0.487390	Unlabeled	0.476911	0.232442	0.646641	NO	2
168544	ZNF467	Unlabeled	0.506538	Unlabeled	0.458841	0.232421	0.647568	NO	845
285971	ZNF775	Unlabeled	0.478062	Unlabeled	0.486121	0.232396	0.658228	NO	27
338707	B4GALNT4	Unlabeled	0.495298	Unlabeled	0.469184	0.232386	0.650414	NO	270
81137	OR7E104P	Unlabeled	0.465772	Unlabeled	0.498913	0.232379	0.644918	NO	12
6346	CCL1	Unlabeled	0.524365	Unlabeled	0.443162	0.232379	0.645609	NO	336
10002	NR2E3	Unlabeled	0.523770	Unlabeled	0.443665	0.232379	0.646435	NO	771
4632	MYL1	Unlabeled	0.535033	Unlabeled	0.434315	0.232373	0.650444	NO	75
9154	SLC28A1	Unlabeled	0.522614	Unlabeled	0.444604	0.232356	0.641319	NO	51
80737	VWA7	Unlabeled	0.518831	Unlabeled	0.447769	0.232317	0.645624	NO	209
8749	ADAM18	Unlabeled	0.543741	Unlabeled	0.427254	0.232316	0.649412	NO	357
140836	BANF2	Unlabeled	0.523781	Unlabeled	0.443495	0.232294	0.646013	NO	1
404744	NPSR1-AS1	Unlabeled	0.523781	Unlabeled	0.443495	0.232294	0.646013	NO	6
342096	GOLGA6A	Unlabeled	0.481336	Unlabeled	0.482602	0.232294	0.659181	NO	1
148113	CILP2	Unlabeled	0.481336	Unlabeled	0.482602	0.232294	0.659181	NO	16
5047	PAEP	Unlabeled	0.518183	Unlabeled	0.448270	0.232286	0.646320	NO	491
3581	IL9R	Unlabeled	0.523216	Unlabeled	0.443953	0.232283	0.647147	NO	456
162466	PHOSPHO1	Unlabeled	0.515286	Unlabeled	0.450767	0.232274	0.646318	NO	3
9376	SLC22A8	Unlabeled	0.524712	Unlabeled	0.442653	0.232265	0.646257	NO	809
4956	ODF1	Unlabeled	0.531167	Unlabeled	0.437264	0.232260	0.646561	NO	563
726	CAPN5	Unlabeled	0.493064	Unlabeled	0.471035	0.232251	0.648750	NO	577
3224	HOXC8	Unlabeled	0.519976	Unlabeled	0.446648	0.232247	0.646523	NO	105
11248	NXPH3	Unlabeled	0.522285	Unlabeled	0.444669	0.232244	0.646194	NO	469
348158	ACSM2B	Unlabeled	0.553395	Unlabeled	0.419645	0.232230	0.654746	NO	57
64096	GFRA4	Unlabeled	0.527412	Unlabeled	0.440314	0.232227	0.646257	NO	1368
84647	PLA2G12B	Unlabeled	0.523794	Unlabeled	0.443354	0.232226	0.644546	NO	1
1576	CYP3A4	Unlabeled	0.523794	Unlabeled	0.443354	0.232226	0.644546	NO	869
400169	400169	Unlabeled	0.514805	Unlabeled	0.451000	0.232177	0.645815	NO	1
7849	PAX8	Unlabeled	0.514805	Unlabeled	0.451000	0.232177	0.645815	NO	2633
27288	RBMXL2	Unlabeled	0.535109	Unlabeled	0.433866	0.232166	0.647015	NO	364
57864	SLC46A2	Unlabeled	0.509288	Unlabeled	0.455851	0.232159	0.650127	NO	3
2779	GNAT1	Unlabeled	0.520478	Unlabeled	0.446035	0.232152	0.646885	NO	606
5623	PSPN	Unlabeled	0.497007	Unlabeled	0.467058	0.232131	0.646192	NO	84
100131825	CADM3-AS1	Unlabeled	0.538664	Unlabeled	0.430926	0.232125	0.646362	NO	507
251	ALPPL2	Unlabeled	0.514985	Unlabeled	0.450740	0.232124	0.645135	NO	2156
728239	MAGED4	Unlabeled	0.506727	Unlabeled	0.458084	0.232123	0.656354	NO	13
150280	HORMAD2	Unlabeled	0.520303	Unlabeled	0.446103	0.232109	0.646582	NO	2
23090	ZNF423	Unlabeled	0.479328	Unlabeled	0.484227	0.232104	0.655211	NO	43
931	MS4A1	Unlabeled	0.473180	Unlabeled	0.490466	0.232079	0.649963	NO	180
27202	C5AR2	Unlabeled	0.522662	Unlabeled	0.444009	0.232067	0.645410	NO	5
2689	GH2	Unlabeled	0.516925	Unlabeled	0.448894	0.232044	0.645566	NO	648
1089	CEACAM4	Unlabeled	0.526811	Unlabeled	0.440423	0.232020	0.647275	NO	191
50802	IGK	Unlabeled	0.465279	Unlabeled	0.498631	0.232003	0.650315	NO	3
5251	PHEX	Unlabeled	0.517443	Unlabeled	0.448361	0.232001	0.645893	NO	8
57605	PITPNM2	Unlabeled	0.479348	Unlabeled	0.483967	0.231988	0.664393	NO	21
3355	HTR1F	Unlabeled	0.543201	Unlabeled	0.427066	0.231983	0.643661	NO	134
2900	GRIK4	Unlabeled	0.518282	Unlabeled	0.447596	0.231981	0.645945	NO	131
57529	RTL9	Unlabeled	0.516697	Unlabeled	0.448967	0.231980	0.646595	NO	1
29943	PADI1	Unlabeled	0.516697	Unlabeled	0.448967	0.231980	0.646595	NO	411
441094	NR2F1-AS1	Unlabeled	0.452614	Unlabeled	0.512506	0.231967	0.655815	NO	9
653650	PDPK2P	Unlabeled	0.515280	Unlabeled	0.450164	0.231960	0.645716	NO	980
1759	DNM1	Unlabeled	0.477473	Unlabeled	0.485802	0.231957	0.650443	NO	752
2676	GFRA3	Unlabeled	0.525674	Unlabeled	0.441252	0.231955	0.647007	NO	681
4995	OR3A2	Unlabeled	0.532900	Unlabeled	0.435251	0.231945	0.649465	NO	47
84691	FAM71F1	Unlabeled	0.518897	Unlabeled	0.446987	0.231940	0.649205	NO	18
201163	FLCN	Unlabeled	0.515867	Unlabeled	0.449561	0.231913	0.636690	NO	9
5470	PPEF2	Unlabeled	0.529782	Unlabeled	0.437751	0.231913	0.646300	NO	1
5078	PAX4	Unlabeled	0.529782	Unlabeled	0.437751	0.231913	0.646300	NO	612
132112	RTP1	Unlabeled	0.510314	Unlabeled	0.454443	0.231909	0.646832	NO	2
24	ABCA4	Unlabeled	0.522856	Unlabeled	0.443528	0.231901	0.645305	NO	206
9187	SLC24A1	Unlabeled	0.489863	Unlabeled	0.473341	0.231872	0.651974	NO	292
1414	CRYBB1	Unlabeled	0.522231	Unlabeled	0.443991	0.231866	0.644970	NO	769
5068	REG3A	Unlabeled	0.532418	Unlabeled	0.435495	0.231865	0.644923	NO	512
245	ALOX12P2	Unlabeled	0.543943	Unlabeled	0.426235	0.231847	0.652050	NO	98
79825	EFCC1	Unlabeled	0.521757	Unlabeled	0.444350	0.231843	0.645111	NO	1117
11043	MID2	Unlabeled	0.512091	Unlabeled	0.452717	0.231832	0.646184	NO	413
1741	DLG3	Unlabeled	0.485675	Unlabeled	0.477337	0.231831	0.649096	NO	657
3034	HAL	Unlabeled	0.540548	Unlabeled	0.428877	0.231829	0.646398	NO	54
400224	PLEKHD1	Unlabeled	0.505364	Unlabeled	0.458731	0.231826	0.647900	NO	2
265	AMELX	Unlabeled	0.535150	Unlabeled	0.433179	0.231816	0.644681	NO	130
1953	MEGF6	Unlabeled	0.473742	Unlabeled	0.489324	0.231814	0.646834	NO	157
1587	ADAM3A	Unlabeled	0.536072	Unlabeled	0.432397	0.231796	0.646799	NO	301
2797	GNRH2	Unlabeled	0.515826	Unlabeled	0.449355	0.231789	0.644722	NO	505
268	AMH	Unlabeled	0.491219	Unlabeled	0.471855	0.231784	0.644879	NO	97
91316	GUSBP11	Unlabeled	0.497129	Unlabeled	0.466240	0.231782	0.641729	NO	141
2692	GHRHR	Unlabeled	0.527097	Unlabeled	0.439703	0.231766	0.645270	NO	973
4878	NPPA	Unlabeled	0.509092	Unlabeled	0.455223	0.231750	0.642918	NO	515
53904	MYO3A	Unlabeled	0.527737	Unlabeled	0.439135	0.231748	0.647736	NO	183
2048	EPHB2	Unlabeled	0.461873	Unlabeled	0.501747	0.231744	0.653420	NO	1163
64111	NPVF	Unlabeled	0.520251	Unlabeled	0.445443	0.231742	0.644331	NO	3
401014	TEX41	Unlabeled	0.532142	Unlabeled	0.435476	0.231735	0.644526	NO	661
939	CD27	Unlabeled	0.428951	Unlabeled	0.540226	0.231730	0.659296	NO	21
5360	PLTP	Unlabeled	0.431042	Unlabeled	0.537591	0.231724	0.665437	NO	211
8789	FBP2	Unlabeled	0.517578	Unlabeled	0.447692	0.231716	0.643273	NO	334
266675	BEST4	Unlabeled	0.513333	Unlabeled	0.451391	0.231714	0.646347	NO	3
728591	CCDC169	Unlabeled	0.528880	Unlabeled	0.438115	0.231710	0.646331	NO	283
100133862	100133862	Unlabeled	0.514529	Unlabeled	0.450326	0.231706	0.645526	NO	2
2239	GPC4	Unlabeled	0.450241	Unlabeled	0.514604	0.231696	0.660435	NO	512
55503	TRPV6	Unlabeled	0.501459	Unlabeled	0.462036	0.231692	0.647574	NO	22
55891	LENEP	Unlabeled	0.531638	Unlabeled	0.435797	0.231686	0.651889	NO	23
254295	PHYHD1	Unlabeled	0.480956	Unlabeled	0.481717	0.231685	0.632345	NO	15
26191	PTPN22	Unlabeled	0.405382	Unlabeled	0.571523	0.231685	0.663509	NO	32
729839	LOC729839	Unlabeled	0.405382	Unlabeled	0.571523	0.231685	0.663509	NO	1
2153	F5	Unlabeled	0.504755	Unlabeled	0.459000	0.231683	0.635481	NO	35
2980	GUCA2A	Unlabeled	0.507356	Unlabeled	0.456579	0.231648	0.641796	NO	103
26251	KCNG2	Unlabeled	0.510392	Unlabeled	0.453815	0.231623	0.641196	NO	78
6336	SCN10A	Unlabeled	0.530817	Unlabeled	0.436339	0.231616	0.645415	NO	871
7379	UPK2	Unlabeled	0.518742	Unlabeled	0.446452	0.231593	0.643799	NO	189
3018	HIST1H2BB	Unlabeled	0.442639	Unlabeled	0.523179	0.231579	0.652369	NO	5
64097	EPB41L4A	Unlabeled	0.483508	Unlabeled	0.478957	0.231579	0.653184	NO	224
100131532	LOC100131532	Unlabeled	0.521734	Unlabeled	0.443790	0.231540	0.644878	NO	2
85375	85375	Unlabeled	0.518388	Unlabeled	0.446626	0.231526	0.645488	NO	6
3273	HRG	Unlabeled	0.528645	Unlabeled	0.437956	0.231523	0.645092	NO	1756
284069	FAM171A2	Unlabeled	0.479431	Unlabeled	0.482869	0.231502	0.647957	NO	19
364	AQP7	Unlabeled	0.504779	Unlabeled	0.458616	0.231500	0.642267	NO	159
7169	TPM2	Unlabeled	0.423383	Unlabeled	0.546734	0.231478	0.667386	NO	237
27159	CHIA	Unlabeled	0.515292	Unlabeled	0.449193	0.231465	0.645264	NO	26
6757	SSX2	Unlabeled	0.546530	Unlabeled	0.423513	0.231463	0.647795	NO	208
1720	DHFRP3	Unlabeled	0.522142	Unlabeled	0.443291	0.231461	0.645888	NO	36
8647	ABCB11	Unlabeled	0.551701	Unlabeled	0.419529	0.231455	0.651164	NO	155
131669	UROC1	Unlabeled	0.472517	Unlabeled	0.489820	0.231448	0.646398	NO	2
55258	THNSL2	Unlabeled	0.489582	Unlabeled	0.472700	0.231425	0.643251	NO	84
84931	LINC01101	Unlabeled	0.518472	Unlabeled	0.446352	0.231421	0.643924	NO	2
3855	KRT7	Unlabeled	0.431491	Unlabeled	0.536281	0.231401	0.662222	NO	187
7056	THBD	Unlabeled	0.431618	Unlabeled	0.536110	0.231395	0.665908	NO	154
6927	HNF1A	Unlabeled	0.518356	Unlabeled	0.446370	0.231379	0.645998	NO	1338
1585	CYP11B2	Unlabeled	0.485631	Unlabeled	0.476409	0.231359	0.641151	NO	50
401563	C9orf139	Unlabeled	0.478597	Unlabeled	0.483402	0.231355	0.646047	NO	17
728118	NUTM2A	Unlabeled	0.480928	Unlabeled	0.481023	0.231337	0.645829	NO	1
1029	CDKN2A	Unlabeled	0.480928	Unlabeled	0.481023	0.231337	0.645829	NO	320
10786	SLC17A3	Unlabeled	0.535982	Unlabeled	0.431572	0.231315	0.647122	NO	185
100130419	100130419	Unlabeled	0.474645	Unlabeled	0.487342	0.231314	0.647899	NO	34
25786	DGCR11	Unlabeled	0.497071	Unlabeled	0.465337	0.231305	0.647798	NO	3
8626	TP63	Unlabeled	0.506947	Unlabeled	0.456228	0.231284	0.643421	NO	1090
3849	KRT2	Unlabeled	0.534760	Unlabeled	0.432493	0.231280	0.646421	NO	464
5794	PTPRH	Unlabeled	0.503864	Unlabeled	0.459005	0.231276	0.640579	NO	97
2296	FOXC1	Unlabeled	0.451278	Unlabeled	0.512488	0.231275	0.656285	NO	353
3448	IFNA14	Unlabeled	0.532230	Unlabeled	0.434519	0.231264	0.642255	NO	465
79192	IRX1	Unlabeled	0.498604	Unlabeled	0.463813	0.231259	0.649223	NO	59
80329	ULBP1	Unlabeled	0.529102	Unlabeled	0.437053	0.231246	0.643447	NO	296
1602	DACH1	Unlabeled	0.501829	Unlabeled	0.460797	0.231241	0.647974	NO	126
269	AMHR2	Unlabeled	0.531363	Unlabeled	0.435166	0.231231	0.646103	NO	677
1638	DCT	Unlabeled	0.524769	Unlabeled	0.440632	0.231230	0.643565	NO	1150
558	AXL	Unlabeled	0.425574	Unlabeled	0.543326	0.231225	0.665720	NO	682
5032	P2RY11	Unlabeled	0.496375	Unlabeled	0.465811	0.231217	0.647967	NO	17
50940	PDE11A	Unlabeled	0.529707	Unlabeled	0.436476	0.231205	0.644536	NO	507
201134	CEP112	Unlabeled	0.470124	Unlabeled	0.491759	0.231188	0.659101	NO	48
9947	MAGEC1	Unlabeled	0.530594	Unlabeled	0.435695	0.231177	0.648256	NO	88
25775	C22orf24	Unlabeled	0.530761	Unlabeled	0.435558	0.231177	0.644712	NO	444
2072	ERCC4	Unlabeled	0.505295	Unlabeled	0.457468	0.231156	0.644983	NO	257
441204	LOC441204	Unlabeled	0.536716	Unlabeled	0.430674	0.231150	0.643994	NO	100
100101117	TTTY2B	Unlabeled	0.523010	Unlabeled	0.441925	0.231132	0.644269	NO	3
7710	ZNF154	Unlabeled	0.532545	Unlabeled	0.434002	0.231126	0.646110	NO	312
81557	MAGED4B	Unlabeled	0.449556	Unlabeled	0.514098	0.231116	0.663243	NO	52
59344	ALOXE3	Unlabeled	0.527350	Unlabeled	0.438232	0.231101	0.645158	NO	516
5820	PVT1	Unlabeled	0.514439	Unlabeled	0.449209	0.231091	0.643994	NO	1614
11148	HHLA2	Unlabeled	0.518288	Unlabeled	0.445869	0.231089	0.643762	NO	3
84504	NKX6-2	Unlabeled	0.510091	Unlabeled	0.453020	0.231082	0.644887	NO	10
56677	FABP3P2	Unlabeled	0.516411	Unlabeled	0.447468	0.231077	0.644596	NO	4
1549	CYP2A7	Unlabeled	0.526025	Unlabeled	0.439258	0.231061	0.644278	NO	1209
26659	OR7A5	Unlabeled	0.542747	Unlabeled	0.425678	0.231035	0.645813	NO	394
79729	SH3D21	Unlabeled	0.501467	Unlabeled	0.460683	0.231017	0.642497	NO	234
26102	DKFZP434A062	Unlabeled	0.524490	Unlabeled	0.440437	0.231005	0.645329	NO	1182
3544	IGLL2P	Unlabeled	0.519963	Unlabeled	0.444261	0.230999	0.648433	NO	40
9180	OSMR	Unlabeled	0.437301	Unlabeled	0.528235	0.230998	0.658241	NO	602
284900	TTC28-AS1	Unlabeled	0.482778	Unlabeled	0.478447	0.230984	0.654654	NO	196
85438	CABS1	Unlabeled	0.529613	Unlabeled	0.436112	0.230971	0.643778	NO	1
2993	GYPA	Unlabeled	0.529613	Unlabeled	0.436112	0.230971	0.643778	NO	137
90485	ZNF835	Unlabeled	0.532544	Unlabeled	0.433706	0.230967	0.646770	NO	258
56656	OR2S2	Unlabeled	0.529896	Unlabeled	0.435858	0.230960	0.643909	NO	542
149628	PYHIN1	Unlabeled	0.532514	Unlabeled	0.433655	0.230928	0.646133	NO	321
29775	CARD10	Unlabeled	0.478058	Unlabeled	0.483049	0.230925	0.646162	NO	549
9081	PRY	Unlabeled	0.531930	Unlabeled	0.434123	0.230923	0.646757	NO	309
122664	TPPP2	Unlabeled	0.505836	Unlabeled	0.456510	0.230919	0.647244	NO	2
11262	SP140	Unlabeled	0.440789	Unlabeled	0.523864	0.230913	0.655749	NO	20
8631	SKAP1	Unlabeled	0.481203	Unlabeled	0.479865	0.230913	0.643193	NO	48
5626	PROP1	Unlabeled	0.524828	Unlabeled	0.439928	0.230886	0.644584	NO	287
6565	SLC15A2	Unlabeled	0.538902	Unlabeled	0.428405	0.230868	0.646581	NO	53
5408	PNLIPRP2	Unlabeled	0.539086	Unlabeled	0.428251	0.230865	0.649754	NO	49
10867	TSPAN9	Unlabeled	0.464157	Unlabeled	0.497373	0.230859	0.653282	NO	764
196996	GRAMD2A	Unlabeled	0.457938	Unlabeled	0.504090	0.230842	0.653509	NO	40
51311	TLR8	Unlabeled	0.401857	Unlabeled	0.574426	0.230837	0.667940	NO	2
1378	CR1	Unlabeled	0.514280	Unlabeled	0.448844	0.230832	0.643320	NO	1116
140699	MROH8	Unlabeled	0.504206	Unlabeled	0.457756	0.230804	0.646944	NO	2
116729	PPP1R27	Unlabeled	0.506259	Unlabeled	0.455854	0.230780	0.644824	NO	2
6671	SP4	Unlabeled	0.511268	Unlabeled	0.451338	0.230754	0.646637	NO	485
25987	TSKU	Unlabeled	0.449736	Unlabeled	0.513053	0.230738	0.657069	NO	79
3718	JAK3	Unlabeled	0.512612	Unlabeled	0.450100	0.230727	0.644260	NO	1973
22895	RPH3A	Unlabeled	0.547142	Unlabeled	0.421678	0.230718	0.646202	NO	120
3442	IFNA5	Unlabeled	0.532949	Unlabeled	0.432900	0.230713	0.645232	NO	275
79642	ARSJ	Unlabeled	0.425346	Unlabeled	0.542346	0.230684	0.663324	NO	50
400794	LOC400794	Unlabeled	0.532302	Unlabeled	0.433347	0.230672	0.644496	NO	1
4158	MC2R	Unlabeled	0.532302	Unlabeled	0.433347	0.230672	0.644496	NO	969
55879	GABRQ	Unlabeled	0.524109	Unlabeled	0.440102	0.230662	0.643722	NO	615
54346	UNC93A	Unlabeled	0.516548	Unlabeled	0.446529	0.230654	0.645083	NO	1
340168	DPPA5	Unlabeled	0.516548	Unlabeled	0.446529	0.230654	0.645083	NO	1
7429	VIL1	Unlabeled	0.516548	Unlabeled	0.446529	0.230654	0.645083	NO	239
1557	CYP2C19	Unlabeled	0.538014	Unlabeled	0.428665	0.230628	0.644723	NO	127
91646	TDRD12	Unlabeled	0.514079	Unlabeled	0.448615	0.230624	0.634809	NO	33
5420	PODXL	Unlabeled	0.436524	Unlabeled	0.528259	0.230598	0.664719	NO	287
3759	KCNJ2	Unlabeled	0.491403	Unlabeled	0.469236	0.230584	0.647578	NO	107
64174	DPEP2	Unlabeled	0.414564	Unlabeled	0.556186	0.230574	0.654301	NO	51
11173	ADAMTS7	Unlabeled	0.510632	Unlabeled	0.451473	0.230537	0.644566	NO	830
79092	CARD14	Unlabeled	0.511681	Unlabeled	0.450516	0.230520	0.643425	NO	773
8388	OR1E2	Unlabeled	0.529127	Unlabeled	0.435646	0.230512	0.643474	NO	222
100128011	FAR1P1	Unlabeled	0.514031	Unlabeled	0.448434	0.230509	0.642816	NO	2
27344	PCSK1N	Unlabeled	0.481228	Unlabeled	0.478982	0.230500	0.642373	NO	104
128497	SPATA25	Unlabeled	0.515913	Unlabeled	0.446778	0.230499	0.643270	NO	2
